employee_id,department,job_role,education_level,years_at_company,monthly_hours_worked,attendance_rate,training_hours,tasks_completed,peer_review_score,manager_rating,promotions_last_3years,salary_band,work_location,performance_score,month
E1019,Sales,Associate,Bachelors,6,171.9,100.0,6.1,5,7.18,9.06,0,High,Onsite,21.07,2024-05
E1019,IT,Analyst,Bachelors,3,171.6,93.3,5.9,4,9.3,9.31,0,High,Onsite,20.09,2024-06
E1019,Sales,Manager,PhD,4,155.4,95.3,5.2,5,5.22,2.49,0,High,Onsite,9.09,2024-07
E1019,Sales,Executive,PhD,3,157.3,92.0,2.7,4,4.33,7.51,0,Medium,Onsite,10.33,2024-08
E1019,HR,Analyst,Bachelors,10,159.4,100.0,1.1,3,7.72,6.81,1,Medium,Remote,15.49,2024-09
E1019,Finance,Developer,Bachelors,5,162.7,96.5,2.9,8,7.24,6.61,0,Low,Hybrid,18.61,2024-10
E1019,Sales,Associate,PhD,7,148.4,93.6,4.4,4,5.69,4.73,0,Low,Onsite,14.23,2024-11
E1020,IT,Manager,PhD,5,156.3,92.5,3.8,3,7.34,6.64,1,Medium,Hybrid,12.73,2024-01
E1020,IT,Developer,PhD,10,142.7,100.0,5.1,6,8.16,9.42,1,Low,Onsite,13.5,2024-01
E1020,Sales,Analyst,Masters,1,166.4,92.3,1.0,4,6.58,1.19,0,Medium,Hybrid,9.47,2024-03
E1020,HR,Developer,Masters,4,165.0,100.0,3.7,6,6.55,7.77,0,High,Hybrid,11.98,2024-03
E1020,IT,Manager,Masters,3,150.5,98.0,2.4,8,8.66,6.25,0,Medium,Hybrid,19.94,2024-04
E1020,Finance,Developer,PhD,5,162.5,80.2,7.5,10,6.45,3.66,0,Medium,Remote,9.88,2024-05
E1020,Finance,Executive,Masters,5,150.5,91.6,3.5,6,8.75,8.8,0,Medium,Onsite,22.03,2024-06
E1020,IT,Developer,PhD,2,142.8,100.0,6.8,6,6.35,7.57,1,Medium,Hybrid,9.13,2024-07
E1020,Finance,Analyst,Bachelors,9,144.1,100.0,7.4,11,8.22,6.89,0,High,Remote,14.67,2024-08
E1020,Finance,Manager,PhD,5,143.3,100.0,4.7,10,,8.31,0,High,Hybrid,9.57,2024-09
E1020,HR,Associate,PhD,7,171.7,88.8,1.1,5,8.56,10.0,1,Medium,Remote,9.83,2024-10
E1020,IT,Associate,Masters,1,148.5,95.9,5.2,7,8.89,6.87,0,Low,Hybrid,15.57,2024-11
E1021,IT,Associate,Masters,3,159.1,99.9,4.5,8,4.51,3.84,1,High,Hybrid,15.79,2024-01
E1021,IT,Manager,PhD,3,177.6,95.0,2.6,3,8.17,6.28,0,High,Onsite,14.76,2024-01
E1021,Finance,Developer,Bachelors,10,141.9,96.0,2.9,6,6.06,7.76,0,High,Remote,12.76,2024-03
E1021,IT,Manager,Masters,3,149.1,99.2,6.8,10,5.18,6.25,1,Medium,Hybrid,13.69,2024-03
E1021,Sales,Executive,Bachelors,6,166.3,95.9,2.6,8,9.13,5.04,0,Low,Hybrid,13.87,2024-04
E1021,Finance,Associate,PhD,4,150.7,93.8,4.6,7,8.94,10.0,0,Medium,Onsite,11.57,2024-05
E1021,Finance,Developer,Masters,6,156.0,98.7,6.0,4,,5.46,0,High,Remote,11.99,2024-06
E1021,HR,Developer,Bachelors,8,161.8,100.0,5.2,4,6.31,10.0,0,Low,Onsite,7.24,2024-07
E1021,Sales,Associate,Masters,10,162.8,78.3,3.8,8,5.99,10.0,1,Low,Remote,4.81,2024-08
E1021,HR,Analyst,PhD,3,186.3,97.7,5.4,5,8.21,5.82,0,Low,Remote,17.78,2024-09
E1021,Finance,Analyst,PhD,2,147.4,100.0,5.3,4,6.62,7.85,0,Medium,Hybrid,15.69,2024-10
E1021,Finance,Manager,PhD,1,152.3,95.0,0.1,3,5.23,6.53,0,Low,Remote,11.73,2024-11
E1022,HR,Associate,PhD,10,174.0,97.8,1.9,4,7.7,6.04,0,Medium,Hybrid,7.05,2024-01
E1022,IT,Manager,PhD,6,130.7,100.0,7.2,3,6.94,10.0,1,Medium,Hybrid,23.64,2024-01
E1022,Finance,Developer,Bachelors,5,181.0,98.0,4.0,2,8.73,7.1,0,Low,Onsite,7.92,2024-03
E1022,HR,Analyst,Masters,9,161.6,93.2,,3,5.69,10.0,0,Low,Onsite,8.39,2024-03
E1022,IT,Associate,Bachelors,4,161.1,97.5,3.2,3,9.2,8.24,0,Medium,Remote,18.69,2024-04
E1022,Finance,Associate,Masters,2,171.2,91.7,9.0,10,6.01,8.06,0,High,Hybrid,11.67,2024-05
E1022,IT,Developer,PhD,1,164.3,97.4,3.4,7,8.14,5.84,1,Low,Remote,7.76,2024-06
E1022,Marketing,Developer,Masters,7,166.5,95.7,2.5,4,6.41,5.93,0,Low,Hybrid,16.4,2024-07
E1022,Finance,Executive,Masters,4,149.6,100.0,3.9,4,9.78,5.14,0,Medium,Onsite,16.47,2024-08
E1022,Finance,Manager,PhD,9,141.6,94.8,6.3,5,7.68,8.92,0,Medium,Hybrid,14.31,2024-09
E1022,Finance,Manager,Masters,1,162.3,100.0,5.4,7,8.86,5.37,0,Medium,Onsite,8.8,2024-10
E1022,HR,Developer,Bachelors,6,153.1,95.7,4.2,5,8.1,3.82,1,High,Onsite,20.48,2024-11
E1023,Marketing,Manager,Bachelors,9,149.7,90.5,6.3,7,4.61,7.7,0,Medium,Onsite,8.77,2024-01
E1023,IT,Associate,Bachelors,9,156.1,88.2,6.4,6,7.13,3.92,1,Low,Hybrid,5.8,2024-01
E1023,IT,Associate,Bachelors,9,155.6,90.5,4.9,5,8.23,4.51,0,Low,Remote,21.22,2024-03
E1023,IT,Associate,Bachelors,8,164.8,97.7,7.2,3,,7.31,0,Medium,Onsite,14.1,2024-03
E1023,IT,Associate,Masters,3,151.9,89.4,5.5,9,7.82,7.32,0,Low,Onsite,24.78,2024-04
E1023,HR,Executive,Bachelors,2,159.9,94.3,5.5,8,6.65,9.53,0,Medium,Onsite,21.54,2024-05
E1023,Marketing,Analyst,Bachelors,8,159.4,94.8,6.0,11,6.78,7.9,0,Low,Remote,15.98,2024-06
E1023,HR,Executive,PhD,8,163.1,89.9,2.8,5,5.7,7.12,2,Medium,Hybrid,14.34,2024-07
E1023,HR,Manager,Masters,4,164.2,95.2,2.1,6,5.53,7.43,0,Medium,Remote,10.27,2024-08
E1023,Marketing,Associate,Bachelors,4,174.0,93.1,6.0,7,6.77,6.99,1,Medium,Hybrid,13.68,2024-09
E1023,IT,Associate,Bachelors,3,145.9,93.0,6.0,2,8.52,7.64,0,High,Hybrid,13.71,2024-10
E1023,Marketing,Analyst,Masters,8,149.4,91.0,,6,7.17,8.58,0,High,Onsite,6.46,2024-11
E1024,HR,Developer,Masters,6,153.1,85.2,5.2,6,10.0,7.5,2,Medium,Hybrid,5.03,2024-01
E1024,HR,Developer,PhD,4,155.8,98.2,7.3,3,7.67,7.23,0,Medium,Onsite,8.0,2024-01
E1024,HR,Analyst,PhD,6,142.3,97.4,1.3,6,5.66,4.89,0,Low,Onsite,7.66,2024-03
E1024,IT,Analyst,PhD,9,150.2,100.0,4.8,5,5.56,7.02,0,High,Hybrid,20.11,2024-03
E1024,Marketing,Analyst,Masters,7,160.5,96.2,7.1,10,7.52,6.51,1,High,Hybrid,10.07,2024-04
E1024,Finance,Developer,PhD,6,155.0,94.5,4.7,4,8.12,6.2,2,High,Remote,14.52,2024-05
E1024,HR,Manager,PhD,7,136.7,83.1,6.2,15,9.45,7.92,1,High,Hybrid,14.53,2024-06
E1024,IT,Developer,Masters,3,171.8,100.0,3.0,5,9.61,6.34,1,Low,Remote,17.85,2024-07
E1024,Finance,Developer,Masters,6,161.3,91.3,5.9,4,8.56,3.92,1,Medium,Hybrid,13.95,2024-08
E1024,HR,Analyst,Masters,9,167.2,92.1,3.4,6,7.03,7.74,0,Medium,Hybrid,16.45,2024-09
E1024,Finance,Analyst,Bachelors,2,162.1,94.2,10.4,4,7.6,10.0,0,High,Remote,13.35,2024-10
E1024,HR,Manager,Bachelors,1,154.2,80.5,6.4,13,7.12,6.75,1,Low,Remote,10.58,2024-11
E1025,HR,Analyst,Bachelors,10,149.7,100.0,4.2,5,,5.31,0,High,Onsite,12.94,2024-01
E1025,Marketing,Associate,PhD,10,159.1,97.7,6.9,5,7.41,8.92,0,Medium,Hybrid,16.73,2024-01
E1025,HR,Developer,Masters,4,179.1,94.6,4.5,5,9.14,7.72,0,High,Remote,19.07,2024-03
E1025,HR,Analyst,PhD,8,171.6,94.6,,5,6.95,7.63,0,Medium,Remote,22.9,2024-03
E1025,HR,Associate,PhD,6,166.3,85.6,5.8,6,8.82,5.78,0,Low,Onsite,14.65,2024-04
E1025,Sales,Executive,Bachelors,3,153.1,94.9,6.1,6,6.21,6.69,0,Medium,Hybrid,3.08,2024-05
E1025,Finance,Manager,Masters,9,144.1,91.7,5.8,8,,3.97,1,High,Onsite,9.37,2024-06
E1025,Sales,Associate,PhD,6,159.7,92.3,6.2,3,7.15,10.0,0,High,Hybrid,15.2,2024-07
E1025,Marketing,Manager,PhD,8,175.0,94.3,4.4,8,9.93,3.19,1,High,Hybrid,7.74,2024-08
E1025,Finance,Manager,Bachelors,7,171.8,93.9,4.0,4,5.13,5.64,0,Medium,Hybrid,10.96,2024-09
E1025,Finance,Analyst,Masters,10,161.9,100.0,1.3,6,7.71,6.66,0,Low,Onsite,9.69,2024-10
E1025,IT,Associate,PhD,2,162.0,98.8,1.8,5,7.95,6.79,0,Medium,Onsite,15.34,2024-11
E1026,IT,Manager,Bachelors,2,155.9,99.7,4.1,7,8.12,3.78,0,High,Hybrid,9.77,2024-01
E1026,IT,Developer,Masters,4,158.4,100.0,6.1,3,5.51,6.42,1,Medium,Remote,11.39,2024-01
E1026,IT,Analyst,Masters,4,164.0,97.2,2.0,5,6.15,5.74,1,High,Remote,0.0,2024-03
E1026,Marketing,Associate,Bachelors,10,179.3,89.6,6.1,4,5.62,4.14,0,Low,Onsite,9.54,2024-03
E1026,IT,Associate,Bachelors,6,172.1,92.5,7.1,6,7.22,10.0,0,High,Onsite,12.18,2024-04
E1026,Finance,Developer,PhD,4,157.6,85.5,4.1,4,5.94,10.0,0,Medium,Remote,17.36,2024-05
E1026,Marketing,Developer,Masters,1,166.4,86.9,5.2,8,7.4,10.0,0,Medium,Onsite,14.96,2024-06
E1026,Marketing,Manager,Masters,4,167.9,100.0,3.1,4,7.23,5.29,0,Medium,Onsite,4.99,2024-07
E1026,Finance,Associate,Masters,5,155.7,99.0,4.4,5,7.13,6.65,2,High,Hybrid,16.11,2024-08
E1026,Finance,Manager,Bachelors,10,156.1,94.3,1.7,7,7.0,6.3,1,Medium,Hybrid,7.12,2024-09
E1026,HR,Manager,Bachelors,3,164.0,96.3,7.6,10,3.86,3.71,0,Medium,Onsite,16.7,2024-10
E1026,IT,Analyst,Masters,1,152.1,95.7,4.6,4,5.74,8.6,1,Medium,Onsite,3.74,2024-11
E1027,HR,Developer,PhD,1,165.9,95.8,6.4,7,10.0,7.89,0,Medium,Onsite,12.82,2024-01
E1027,IT,Developer,PhD,4,185.1,94.8,5.5,8,5.22,9.87,0,High,Onsite,12.36,2024-01
E1027,Marketing,Associate,PhD,3,141.6,99.5,3.8,3,8.55,7.33,0,Medium,Onsite,24.44,2024-03
E1027,Sales,Manager,Masters,2,168.6,96.8,4.4,7,5.12,9.21,0,Low,Remote,24.69,2024-03
E1027,HR,Analyst,PhD,4,155.2,99.6,,3,6.36,7.83,0,Medium,Hybrid,10.27,2024-04
E1027,Sales,Developer,Masters,10,149.9,92.1,2.4,7,4.31,7.29,1,Low,Remote,9.79,2024-05
E1027,HR,Analyst,Bachelors,2,158.6,100.0,4.1,5,6.99,6.24,0,High,Remote,10.09,2024-06
E1027,Finance,Manager,Masters,6,168.0,99.7,5.0,7,7.14,6.05,0,Low,Onsite,5.97,2024-07
E1027,Sales,Associate,Masters,6,148.7,100.0,5.3,2,7.0,9.09,0,High,Onsite,17.45,2024-08
E1027,Sales,Analyst,PhD,7,162.6,96.5,5.3,5,6.12,7.26,1,Medium,Onsite,5.0,2024-09
E1027,Finance,Executive,Bachelors,5,179.5,100.0,3.7,5,7.54,6.5,0,High,Hybrid,5.36,2024-10
E1027,HR,Associate,PhD,1,147.7,94.2,6.9,5,5.25,5.44,1,Low,Remote,17.16,2024-11
E1028,Finance,Executive,Bachelors,5,161.0,93.4,4.8,5,6.29,7.16,0,Low,Onsite,18.35,2024-01
E1028,Finance,Executive,Bachelors,5,168.9,96.8,5.9,2,9.16,5.79,0,High,Onsite,11.14,2024-01
E1028,HR,Executive,PhD,6,171.7,92.9,4.9,11,8.22,6.07,0,Medium,Remote,7.47,2024-03
E1028,Marketing,Associate,Masters,2,173.3,100.0,5.7,7,6.19,6.79,0,High,Hybrid,10.84,2024-03
E1028,Marketing,Analyst,PhD,10,153.1,87.4,4.6,8,8.3,5.58,0,Medium,Onsite,14.87,2024-04
E1028,Sales,Manager,Masters,3,142.2,83.8,5.5,7,6.66,8.1,0,Medium,Hybrid,16.1,2024-05
E1028,Finance,Analyst,PhD,10,176.2,100.0,10.0,8,8.74,5.02,0,Low,Remote,15.49,2024-06
E1028,Marketing,Manager,Masters,5,148.4,88.3,1.9,6,8.49,5.26,0,Medium,Remote,10.82,2024-07
E1028,HR,Manager,Masters,9,166.3,100.0,5.0,5,6.27,9.13,1,Medium,Onsite,17.03,2024-08
E1028,HR,Associate,PhD,4,155.4,98.8,2.2,4,9.08,5.93,0,High,Remote,10.08,2024-09
E1028,Sales,Associate,PhD,10,156.6,94.9,3.7,9,6.54,6.68,0,High,Onsite,20.4,2024-10
E1028,Sales,Associate,PhD,1,166.9,96.3,6.3,4,7.4,9.72,0,Low,Remote,11.91,2024-11
E1029,Marketing,Developer,PhD,6,176.9,93.3,,3,,4.46,0,Low,Onsite,9.67,2024-01
E1029,Sales,Manager,Masters,7,157.4,88.8,2.7,3,,10.0,0,High,Onsite,11.01,2024-01
E1029,Marketing,Executive,Bachelors,10,167.4,91.8,5.4,9,7.04,7.74,0,Low,Hybrid,17.16,2024-03
E1029,Sales,Developer,PhD,4,156.3,98.1,2.3,9,5.86,7.2,1,High,Hybrid,11.18,2024-03
E1029,IT,Analyst,Masters,4,153.1,90.8,5.4,7,7.62,6.43,1,Medium,Remote,10.84,2024-04
E1029,Sales,Analyst,PhD,9,155.9,93.8,2.1,4,4.78,9.53,1,High,Onsite,17.37,2024-05
E1029,Finance,Manager,Masters,2,158.3,85.3,5.3,7,6.56,8.93,0,Low,Hybrid,14.7,2024-06
E1029,Sales,Analyst,Masters,10,150.2,99.2,,8,7.62,8.88,0,High,Hybrid,21.15,2024-07
E1029,Marketing,Executive,Masters,8,163.3,95.7,3.1,6,10.0,6.92,0,Low,Hybrid,14.85,2024-08
E1029,IT,Analyst,Masters,8,166.4,88.4,4.4,7,9.3,6.99,0,High,Hybrid,14.41,2024-09
E1029,Sales,Executive,PhD,6,167.1,93.0,8.2,4,8.52,4.85,1,High,Onsite,0.0,2024-10
E1029,Finance,Associate,Masters,6,159.0,99.7,2.4,6,7.24,6.35,1,High,Remote,13.34,2024-11
E1030,IT,Associate,Bachelors,7,166.5,86.8,6.0,7,5.92,9.94,1,High,Hybrid,9.91,2024-01
E1030,Sales,Associate,Masters,3,155.9,95.6,3.4,9,7.09,7.62,1,Low,Remote,9.63,2024-01
E1030,Finance,Executive,Bachelors,6,166.7,97.9,6.2,9,7.31,7.82,0,Medium,Remote,16.56,2024-03
E1030,IT,Executive,Bachelors,5,183.9,100.0,6.4,4,7.67,5.42,1,Low,Onsite,13.65,2024-03
E1030,Finance,Manager,PhD,2,152.8,98.3,7.0,6,6.68,3.86,0,High,Hybrid,16.26,2024-04
E1030,Marketing,Manager,PhD,6,129.0,95.6,3.9,6,8.07,6.53,1,Medium,Hybrid,11.61,2024-05
E1030,IT,Associate,Masters,9,164.4,95.6,5.6,5,8.39,5.91,0,Low,Onsite,13.21,2024-06
E1030,IT,Associate,Bachelors,3,165.0,90.8,4.2,13,7.9,6.8,0,High,Remote,3.99,2024-07
E1030,HR,Developer,Masters,6,159.3,100.0,3.5,5,,6.9,0,High,Hybrid,13.06,2024-08
E1030,IT,Developer,PhD,8,157.6,92.5,2.6,5,9.31,4.65,0,Medium,Hybrid,16.68,2024-09
E1030,Sales,Executive,PhD,7,167.6,85.4,6.3,5,,8.26,0,Low,Remote,11.31,2024-10
E1030,Sales,Executive,Masters,1,144.2,95.6,8.1,2,8.34,6.97,0,High,Hybrid,17.44,2024-11
E1031,Sales,Developer,Masters,8,168.7,89.1,6.2,4,8.43,7.5,0,Medium,Hybrid,21.12,2024-01
E1031,Marketing,Developer,Bachelors,2,175.1,100.0,3.7,7,8.01,6.85,2,Low,Hybrid,12.23,2024-01
E1031,IT,Analyst,Bachelors,3,168.7,99.7,5.3,4,7.29,1.85,2,High,Remote,11.29,2024-03
E1031,Finance,Associate,Bachelors,5,146.6,100.0,1.5,3,7.02,7.37,0,High,Hybrid,18.08,2024-03
E1031,HR,Analyst,Bachelors,7,155.3,100.0,4.5,2,6.18,6.56,0,Low,Remote,11.24,2024-04
E1031,Sales,Associate,Bachelors,8,172.1,98.0,5.3,4,8.09,5.46,1,Medium,Onsite,21.62,2024-05
E1031,IT,Developer,Masters,6,168.7,91.2,4.9,8,8.69,10.0,0,Low,Remote,18.45,2024-06
E1031,HR,Developer,PhD,5,166.4,99.6,4.0,5,5.77,8.65,0,Medium,Onsite,14.57,2024-07
E1031,Sales,Manager,Masters,10,149.9,85.8,8.2,5,,7.24,1,Low,Onsite,8.53,2024-08
E1031,Finance,Manager,PhD,8,157.4,90.5,4.9,4,9.04,6.23,1,High,Remote,17.43,2024-09
E1031,IT,Executive,Bachelors,2,182.1,100.0,2.5,8,8.68,6.61,2,Medium,Remote,19.54,2024-10
E1031,IT,Developer,Masters,2,170.6,90.7,7.0,4,5.68,4.87,0,High,Onsite,14.33,2024-11
E1032,HR,Manager,Masters,5,145.3,88.1,7.8,8,7.67,7.17,0,Low,Onsite,11.99,2024-01
E1032,Marketing,Associate,PhD,1,158.7,91.2,8.8,7,6.51,9.93,1,Medium,Onsite,11.53,2024-01
E1032,Finance,Executive,Masters,8,163.1,91.5,7.3,7,8.27,7.83,0,Low,Onsite,11.45,2024-03
E1032,IT,Developer,PhD,10,139.0,100.0,5.3,4,8.1,3.35,0,High,Remote,18.78,2024-03
E1032,HR,Manager,Masters,1,164.9,99.9,6.0,7,7.22,6.06,0,High,Hybrid,14.19,2024-04
E1032,HR,Associate,PhD,7,160.6,100.0,4.5,9,9.31,9.82,0,Low,Hybrid,16.63,2024-05
E1032,IT,Analyst,Masters,1,163.0,100.0,4.9,4,6.97,6.24,1,Low,Hybrid,9.58,2024-06
E1032,Finance,Executive,PhD,9,168.3,98.3,6.1,4,7.01,9.61,0,Medium,Onsite,11.6,2024-07
E1032,HR,Associate,Masters,4,162.0,95.5,5.1,5,9.06,8.91,2,Low,Hybrid,25.58,2024-08
E1032,Marketing,Associate,PhD,8,142.9,92.2,3.9,2,7.69,5.72,1,High,Onsite,13.16,2024-09
E1032,Sales,Developer,Bachelors,6,167.0,96.8,5.0,9,8.49,9.5,0,High,Remote,18.67,2024-10
E1032,Finance,Analyst,PhD,8,149.3,95.4,4.0,2,10.0,8.29,0,Low,Remote,13.43,2024-11
E1033,HR,Analyst,Bachelors,7,154.9,91.1,5.3,5,6.96,8.1,0,High,Hybrid,13.4,2024-01
E1033,HR,Associate,PhD,7,157.3,94.9,,7,7.65,7.96,2,Medium,Onsite,17.76,2024-01
E1033,HR,Analyst,PhD,2,153.1,91.7,3.9,2,8.3,6.15,1,Medium,Hybrid,17.51,2024-03
E1033,IT,Developer,PhD,2,155.8,93.5,2.8,8,6.48,7.81,1,Medium,Hybrid,13.56,2024-03
E1033,IT,Executive,Bachelors,1,148.3,95.0,1.1,3,6.49,5.24,0,High,Remote,19.05,2024-04
E1033,HR,Analyst,Bachelors,4,150.1,92.2,2.7,6,7.88,7.44,1,Low,Onsite,10.96,2024-05
E1033,HR,Analyst,Masters,4,166.7,94.0,9.2,8,7.56,8.1,0,High,Remote,9.93,2024-06
E1033,Marketing,Developer,Masters,1,151.5,99.6,,8,6.73,8.45,0,Low,Hybrid,14.63,2024-07
E1033,IT,Analyst,Masters,7,162.0,91.1,5.3,7,6.87,8.4,2,Low,Hybrid,17.35,2024-08
E1033,Finance,Analyst,Bachelors,10,166.0,99.8,,7,8.26,6.8,1,Medium,Remote,10.79,2024-09
E1033,Sales,Developer,Masters,3,176.0,99.1,5.0,6,6.16,4.03,0,Medium,Onsite,3.74,2024-10
E1033,Sales,Developer,Masters,10,164.4,100.0,7.3,6,6.72,8.76,1,High,Remote,8.11,2024-11
E1034,HR,Developer,Bachelors,8,162.6,100.0,6.0,5,10.0,10.0,0,Medium,Hybrid,23.17,2024-01
E1034,IT,Associate,Masters,10,166.1,84.6,6.4,10,5.88,9.65,1,Medium,Onsite,13.08,2024-01
E1034,HR,Analyst,PhD,5,152.1,91.3,5.0,3,4.3,7.95,0,Medium,Remote,8.31,2024-03
E1034,Sales,Associate,PhD,5,169.3,96.1,5.6,3,8.23,9.26,0,Medium,Onsite,14.43,2024-03
E1034,Sales,Analyst,Masters,2,159.7,94.1,5.9,8,6.1,8.1,0,Low,Hybrid,15.55,2024-04
E1034,Finance,Associate,Masters,3,143.9,91.5,1.4,1,8.31,9.45,0,Medium,Hybrid,11.38,2024-05
E1034,HR,Manager,PhD,9,149.9,90.1,4.4,7,7.05,7.67,0,High,Remote,18.09,2024-06
E1034,Finance,Associate,PhD,3,170.0,90.5,5.5,4,7.46,8.23,1,High,Onsite,14.78,2024-07
E1034,HR,Executive,PhD,1,172.7,96.0,3.3,5,5.09,5.62,0,High,Remote,12.8,2024-08
E1034,HR,Executive,Bachelors,10,165.7,84.1,6.2,5,8.29,9.1,0,Low,Hybrid,15.98,2024-09
E1034,Finance,Analyst,Masters,1,164.3,98.7,10.1,7,4.13,8.68,1,High,Onsite,14.37,2024-10
E1034,Marketing,Executive,PhD,2,151.4,93.8,2.6,9,8.97,6.57,0,Medium,Remote,19.46,2024-11
E1035,Finance,Developer,Bachelors,3,170.9,87.6,5.9,5,7.12,5.28,0,High,Onsite,4.49,2024-01
E1035,Marketing,Analyst,Masters,9,160.0,98.0,5.4,6,6.42,5.58,0,Medium,Hybrid,17.01,2024-01
E1035,Finance,Executive,Bachelors,3,159.4,100.0,5.3,5,10.0,7.27,0,Low,Hybrid,21.31,2024-03
E1035,IT,Developer,PhD,3,163.5,99.9,6.5,5,8.64,4.53,1,Medium,Hybrid,21.39,2024-03
E1035,HR,Analyst,Masters,4,162.2,98.8,6.4,4,7.29,10.0,1,High,Remote,8.57,2024-04
E1035,IT,Associate,Masters,10,153.7,93.6,2.9,9,7.19,10.0,0,High,Remote,16.44,2024-05
E1035,IT,Manager,Bachelors,2,163.2,94.0,4.9,10,,8.22,1,Low,Remote,15.59,2024-06
E1035,IT,Developer,Bachelors,7,178.7,100.0,4.1,4,8.67,10.0,0,High,Remote,14.71,2024-07
E1035,Finance,Manager,PhD,9,155.2,99.2,2.9,3,3.7,6.55,1,High,Remote,12.09,2024-08
E1035,Finance,Executive,PhD,2,149.5,83.7,6.8,6,8.34,4.71,0,High,Hybrid,16.31,2024-09
E1035,IT,Analyst,PhD,9,151.4,91.9,7.2,5,7.52,6.68,0,Low,Onsite,26.0,2024-10
E1035,IT,Executive,Bachelors,4,149.4,93.2,2.5,9,8.93,5.05,1,Medium,Onsite,15.71,2024-11
E1036,Finance,Associate,PhD,9,170.3,98.4,4.2,8,7.98,5.08,0,Medium,Remote,2.7,2024-01
E1036,Marketing,Executive,PhD,8,140.1,91.9,2.2,3,6.59,6.65,0,Low,Onsite,12.53,2024-01
E1036,Finance,Developer,PhD,4,153.6,81.3,,2,9.81,7.45,0,High,Remote,14.57,2024-03
E1036,Marketing,Developer,Masters,10,171.6,96.6,2.1,1,8.53,7.97,0,High,Onsite,11.42,2024-03
E1036,IT,Analyst,PhD,5,158.3,98.8,5.2,6,5.42,9.08,0,Low,Remote,14.49,2024-04
E1036,Sales,Associate,Masters,1,158.3,93.4,5.8,8,7.27,7.7,0,Low,Hybrid,11.46,2024-05
E1036,Marketing,Executive,Bachelors,9,169.5,99.1,4.4,8,5.31,8.52,1,Medium,Hybrid,5.76,2024-06
E1036,HR,Manager,PhD,10,160.0,100.0,9.1,8,5.8,5.82,0,Low,Remote,25.04,2024-07
E1036,IT,Executive,Masters,1,158.4,85.1,0.0,4,4.54,8.59,1,High,Onsite,15.31,2024-08
E1036,Finance,Associate,Masters,3,149.2,95.6,4.7,4,8.26,5.87,0,Low,Remote,5.63,2024-09
E1036,IT,Associate,Masters,10,163.9,97.5,5.9,9,7.57,5.44,1,Low,Hybrid,19.38,2024-10
E1036,Finance,Associate,PhD,9,169.7,96.5,3.5,5,10.0,8.71,0,Low,Hybrid,16.24,2024-11
E1037,IT,Associate,PhD,8,153.7,85.6,2.3,10,9.94,6.86,0,Low,Onsite,10.64,2024-01
E1037,Marketing,Associate,Masters,10,161.4,94.7,,7,7.56,7.68,0,High,Onsite,9.17,2024-01
E1037,HR,Manager,Bachelors,9,142.3,96.8,4.2,4,7.8,2.46,0,High,Hybrid,11.85,2024-03
E1037,Finance,Executive,PhD,8,145.7,99.5,8.0,5,5.84,10.0,0,Medium,Hybrid,12.91,2024-03
E1037,HR,Developer,PhD,4,161.1,93.4,6.3,5,7.38,8.4,0,High,Remote,9.35,2024-04
E1037,Finance,Developer,Bachelors,9,160.3,89.2,4.1,5,9.05,10.0,0,High,Remote,17.54,2024-05
E1037,Finance,Developer,Bachelors,5,165.1,91.8,5.6,8,7.14,7.58,0,High,Onsite,17.16,2024-06
E1037,IT,Developer,Masters,10,149.5,90.5,4.1,10,5.93,9.6,0,Medium,Remote,9.85,2024-07
E1037,IT,Analyst,PhD,5,163.1,98.3,6.3,6,10.0,4.01,0,Low,Remote,3.4,2024-08
E1037,Finance,Analyst,Masters,5,170.9,89.4,4.2,4,8.63,5.11,0,Low,Remote,14.52,2024-09
E1037,Marketing,Associate,Bachelors,1,163.4,98.2,3.8,5,6.69,6.46,1,Medium,Onsite,20.73,2024-10
E1037,Sales,Manager,Masters,1,172.7,90.1,,8,8.07,4.22,0,Medium,Onsite,10.27,2024-11
E1038,IT,Manager,Bachelors,1,163.5,100.0,7.1,6,7.75,10.0,1,Medium,Remote,18.15,2024-01
E1038,Marketing,Developer,Bachelors,8,140.1,91.6,4.6,8,5.85,8.6,1,Low,Remote,4.43,2024-01
E1038,Marketing,Analyst,Bachelors,8,160.9,100.0,5.3,8,3.65,6.93,2,Low,Remote,6.41,2024-03
E1038,Marketing,Developer,Masters,10,171.8,97.0,3.1,6,6.31,9.71,0,Medium,Remote,23.07,2024-03
E1038,HR,Manager,Masters,2,156.5,94.0,4.4,8,6.89,7.27,0,High,Remote,13.79,2024-04
E1038,IT,Executive,PhD,6,144.2,93.8,5.3,6,8.41,3.9,0,Medium,Onsite,14.49,2024-05
E1038,HR,Analyst,Masters,8,160.8,93.6,2.4,5,6.06,7.27,1,High,Hybrid,15.49,2024-06
E1038,Sales,Analyst,PhD,4,176.5,98.1,5.5,2,8.23,7.19,1,Low,Onsite,8.09,2024-07
E1038,Sales,Executive,Masters,8,166.0,92.4,2.8,7,10.0,5.2,0,High,Remote,19.0,2024-08
E1038,Sales,Analyst,Bachelors,2,168.6,95.9,7.3,5,5.67,6.57,0,Medium,Onsite,17.44,2024-09
E1038,Marketing,Associate,Bachelors,4,155.3,95.7,6.1,5,5.99,5.15,0,Medium,Hybrid,11.94,2024-10
E1038,Finance,Manager,Masters,1,170.1,95.4,5.3,5,5.91,5.28,0,High,Remote,14.38,2024-11
